,id_limpio,title,author,subjects
62548,66340,Metamorfóseos o Transformaciones (4 de 4),Ovid,"{'Classical literature', 'Metamorphosis -- Mythology', 'Fables, Latin -- Translations into Spanish', 'Mythology, Classical'}"
62584,66373,Reglas y consejos sobre investigación científica: (Los tónicos de la voluntad),"Ramón y Cajal, Santiago","{'Scientists', 'Research'}"
62711,66488,El abuelo (Novela en cinco jornadas),"Pérez Galdós, Benito","{'Domestic fiction', 'Illegitimate children -- Fiction', 'Inheritance and succession -- Fiction', 'Sisters -- Fiction', 'Family secrets -- Fiction', 'Grandfathers -- Fiction'}"
62741,66514,Cuentos valencianos,"Blasco Ibáñez, Vicente","{'Short stories, Spanish', 'Spanish fiction -- 20th century', 'Valencia (Spain) -- Social life and customs -- Fiction'}"
62785,66554,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 10, De Los Documentos Legislativos, III",,"{'Spain -- Colonies -- Administration -- History -- Sources', 'Spain -- Colonies'}"
62826,66591,"La metamorfosis, o, El asno de oro",Apuleius,"{'Latin fiction -- Translations into Spanish', 'Mythology, Classical -- Fiction', 'Metamorphosis -- Fiction'}"
62865,66626,Adán y Eva en el paraíso,"Queirós, Eça de","{'Short stories, Portuguese -- Translations into Spanish', 'Eve (Biblical figure) -- Fiction', 'Adam (Biblical figure) -- Fiction'}"
63131,66866,Historia de la guerra del Peloponeso (1 de 2),Thucydides,"{'Greece -- History -- Peloponnesian War, 431-404 B.C.'}"
63132,66867,Historia de la guerra del Peloponeso (2 de 2),Thucydides,"{'Greece -- History -- Peloponnesian War, 431-404 B.C.'}"
63172,66902,Los desposados: Historia milanesa del siglo XVII - Tomo 1,"Manzoni, Alessandro","{'Plague -- Fiction', 'Milan (Italy) -- Fiction', 'Italian fiction -- Translations into Spanish', 'Historical fiction', 'Italy -- History -- 1559-1789 -- Fiction'}"
63223,66949,"Las Helénicas; ó, Historia griega desde el año 411 hasta el 362 antes de Jesucristo",Xenophon,{'Greece -- History -- To 146 B.C.'}
63256,66979,Tristana,"Pérez Galdós, Benito","{'Women -- Spain -- Social conditions -- 19th century -- Fiction', 'Spanish fiction -- 19th century', 'Madrid (Spain) -- Fiction'}"
63383,67092,El paraíso perdido,"Milton, John","{'Milton, John, 1608-1674', 'Milton, John, 1608-1674 -- Adaptations'}"
63421,67126,El caballero encantado (cuento real... inverosí­mil),"Pérez Galdós, Benito",{'Spanish fiction -- 20th century'}
63433,67137,Novelas de la Costa Azul,"Blasco Ibáñez, Vicente",{'Spanish fiction -- 20th century'}
63453,67155,La corte de Carlos IV,"Pérez Galdós, Benito","{'Spain -- History -- Charles IV, 1788-1808 -- Fiction'}"
63490,67189,El 19 de marzo y el 2 de mayo,"Pérez Galdós, Benito","{'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}"
63499,67197,Eneida; v. 2 de 2,Virgil,"{'Aeneas (Legendary character) -- Poetry', 'Epic poetry, Latin -- Translations into Spanish'}"
63538,67231,Los desposados: Historia milanesa del siglo XVII - Tomo 2,"Manzoni, Alessandro","{'Plague -- Fiction', 'Milan (Italy) -- Fiction', 'Italian fiction -- Translations into Spanish', 'Historical fiction', 'Italy -- History -- 1559-1789 -- Fiction'}"
63556,67248,El clavo,"Alarcón, Pedro Antonio de","{'Detective and mystery stories', 'Spanish fiction -- 19th century'}"
63667,67348,Estados Unidos,"Sarmiento, Domingo Faustino",{'United States -- Description and travel'}
63674,67354,La Tosca: Drama trágico en cuatro actos divididos en cinco cuadros,"Sardou, Victorien","{'Tragedies (Drama)', 'French drama -- Translations into Spanish'}"
63681,67360,Napoleón en Chamartín,"Pérez Galdós, Benito","{'Napoleon I, Emperor of the French, 1769-1821 -- Fiction', 'Madrid (Spain) -- History -- Fiction', 'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}"
63734,67408,"La verbena de la Paloma; o, El boticario y las chulapas y celos mal reprimidos",,{'Zarzuelas -- Librettos'}
63742,67415,Gerona,"Pérez Galdós, Benito","{'Gerona (Spain) -- History -- Siege, 1808-1809 -- Fiction', 'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}"
63815,67481,Los valores literarios,Azorín,{'Spanish literature -- History and criticism'}
63863,67524,"Historia de la Conquista de Mexico, Volume 2 (of 3): Poblacion y Progresos de la America Septentrional, Conocida por el Nombre de Nueva España","Solís, Antonio de","{'Mexico -- History -- Conquest, 1519-1540'}"
63897,67555,Adhesiones á la Venta de los Ferro-carriles de la Provincia,"Gonnet, Manuel B.",{'Railroads -- Argentina'}
63982,67631,Guerras civiles de Granada: Tomo I,"Pérez de Hita, Ginés",{'Granada (Spain : Reino) -- History -- Fiction'}
63989,67638,"Los caciques: farsa cómica de costumbres de política rural, distribuída en tres actos","Arniches y Barrera, Carlos",{'Spanish drama -- 20th century'}
64031,67676,"Obras completas de Fígaro, Tomo 1","Larra, Mariano José de",{'Spanish literature -- 19th century'}
64064,67705,Juan Martín el Empecinado,"Pérez Galdós, Benito","{'Martín, Juan, 1775-1825 -- Fiction'}"
64087,67726,Señora ama: Comedia en tres actos,"Benavente, Jacinto","{'Husband and wife -- Drama', 'Jealousy -- Drama', 'Spanish drama -- 20th century'}"
64188,67817,La batalla de los Arapiles,"Pérez Galdós, Benito","{'Salamanca, Battle of, Salamanca, Spain, 1812 -- Fiction', 'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}"
64190,67819,Bug-Jargal,"Hugo, Victor","{'Haiti -- History -- Revolution, 1791-1804 -- Fiction'}"
64217,67843,El papa del mar,"Blasco Ibáñez, Vicente","{'Rome (Italy) -- History -- Fiction', 'Catholic Church -- History -- Fiction', 'Benedict XIII, Antipope, 1342-1423? -- Fiction'}"
64274,67895,Es mi hombre: Tragedia grotesca en tres actos,"Arniches y Barrera, Carlos",{'Spanish drama -- 20th century'}
64299,67917,La vuelta al mundo de un novelista; vol. 3/3,"Blasco Ibáñez, Vicente",{'Voyages around the world'}
64323,67939,El capital: Resumido y acompañado de un estudio sobre el Socialismo científico,"Marx, Karl","{'Socialism', 'Wages', 'Economics', 'Capital'}"
64348,67961,El arte de amar,Ovid,"{'Ovid, 43 B.C.-17 A.D. or 18 A.D. -- Translations into Spanish', 'Love poetry, Latin -- Translations into Spanish', 'Man-woman relationships -- Rome -- Poetry', 'Didactic poetry, Latin -- Translations into Spanish', 'Erotic poetry, Latin -- Translations into Spanish', 'Seduction -- Poetry'}"
64409,68015,Amores: elegías amatorias,Ovid,"{'Love poetry, Latin -- Translations into Spanish'}"
64536,68131,Obras,"Vega, Garcilaso de la","{'Spanish poetry -- Classical period, 1500-1700'}"
64561,68154,Tirano Banderas: Novela de tierra caliente,"Valle-Inclán, Ramón del","{'Imaginary revolutions -- Fiction', 'Imaginary societies -- Fiction', 'Dictators -- Fiction'}"
64632,68220,Compendio del derecho público romano,"Mommsen, Theodor",{'Constitutional law -- Rome'}
64871,68443,"Comedias, tomo 1 de 3 : $b Los Acarnienses, los Caballeros, las Nubes",Aristophanes,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}"
64872,68444,"Obras completas de Fígaro, Tomo 2","Larra, Mariano José de",{'Spanish literature -- 19th century'}
64881,68452,La piedra angular: novela,"Pardo Bazán, Emilia, condesa de","{'Executions and executioners -- Fiction', 'Nineteenth century -- Fiction', 'Spain -- Social conditions -- 19th century -- Fiction', 'Conduct of life -- Fiction', 'Capital punishment -- Moral and ethical aspects -- Fiction', 'Fathers and sons -- Fiction'}"
64957,68525,Poesías completas,"Machado, Antonio",{'Spanish poetry'}
65002,68566,Fausto: Primera parte,"Goethe, Johann Wolfgang von","{'German poetry -- Translations into Spanish', 'Faust, -approximately 1540 -- Drama', 'Legends -- Germany -- Drama', 'Magicians -- Drama'}"
65201,68745,Luces de Bohemia: Esperpento,"Valle-Inclán, Ramón del","{'Blind -- Drama', 'Spanish drama -- 20th century', 'Poverty -- Drama', 'Poets -- Drama'}"
65247,68787,Cabos sueltos: Literatura y lingüística,"Cejador y Frauca, Julio","{'Spanish language', 'Chocano, José Santos, 1875-1934', 'Spanish literature -- History and criticism'}"
65456,68978,"Historia del levantamiento, guerra y revolución de España (1 de 5)","Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}"
65542,69058,La raza: Descubridores,"Perez, Modesto","{'Pinzón, Martín Alonso, 1440?-1493', 'Legazpi, Miguel López de, 1510?-1572', 'Magalhães, Fernão de, -1521'}"
65654,69159,"Historia del levantamiento, guerra y revolución de España (2 de 5)","Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}"
65660,69164,Cuentos chilenos de nunca acabar,"Laval, Ramón A. (Ramón Arminio)","{'Folklore -- Chile', 'Folk literature, Chilean -- History and criticism', 'Tales -- Chile', 'Chile -- Social life and customs'}"
65928,69411,"Historia del levantamiento, guerra y revolución de España (3 de 5)","Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}"
66079,69552,El libro de las tierras vírgenes,"Kipling, Rudyard","{'Mowgli (Fictitious character) -- Fiction', 'Feral children -- Fiction', 'Short stories', 'Adventure stories, English', 'Jungle animals -- Fiction', 'Animals -- Fiction', 'India -- Fiction', 'Jungles -- Fiction', 'India -- History -- 19th century -- Fiction'}"
66105,69578,El equipaje del rey José,"Pérez Galdós, Benito","{'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}"
66194,69660,"Historia del levantamiento, guerra y revolución de España (4 de 5)","Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}"
66331,69799,"Comedias, tomo 2 de 3 : $b Las Avispas, la Paz, las Aves, Lisístrata",Aristophanes,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}"
66411,69873,Cuentos ilustrados,"Fabra, Nilo María","{'Short stories, Spanish', 'Political fiction, Spanish', 'Spanish fiction -- 19th century'}"
66488,69948,Diccionario Español-Bisaya : $b Segunda edición,"Félix de la Encarnación, Juan","{'Spanish language -- Dictionaries -- Bisayan languages', 'Bisayan languages -- Dictionaries -- Spanish'}"
66492,69951,Divinas palabras : $b Tragicomedia de aldea,"Valle-Inclán, Ramón del","{'Spanish drama -- 20th century', 'Tragicomedy'}"
66605,70058,"Orígenes de la novela,  Tomo I","Menéndez y Pelayo, Marcelino",{'Spanish fiction -- History and criticism'}
66612,70064,Estudios americanos (primera serie),"García Mérou, Martín","{'United States -- Politics and government -- 1865-1933', 'United States -- Description and travel'}"
66710,70153,"Historia del levantamiento, guerra y revolución de España (5 de 5)","Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}"
66773,70219,Historia natural y moral de las Indias (vol. 1 of 2),"Acosta, José de","{'Natural history -- America', 'Indians of South America -- Early works to 1800', 'Acosta, José de, 1540-1600 -- Travel -- America', 'Indians of Mexico -- Early works to 1800', 'America -- Early accounts to 1600', 'America -- Description and travel'}"
66880,70322,Amor y llanto : $b colección de leyendas históricas originales,"Sinués de Marco, María del Pilar",{'Spanish fiction -- 19th century'}
67124,70542,"Comedias, tomo 3 de 3 : $b Las Fiestas de Ceres, las Ranas, las Junteras, Pluto",Aristophanes,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}"
67485,70868,Memorias de un cortesano de 1815,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
67614,70984,En las orillas del Sar,"Castro, Rosalía de",{'Spanish poetry -- 19th century'}
67694,71055,La segunda casaca,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
67743,7109,"Candido, o El Optimismo",Voltaire,"{'Satire', 'Optimism -- Fiction'}"
67779,71131,El Gíbaro : $b Cuadro de costumbres de la isla de Puerto Rico,"Alonso, Manuel A. (Manuel Antonio)",{'Puerto Rico -- Social life and customs'}
67911,71250,El Grande Oriente,"Pérez Galdós, Benito",{'Freemasons. Grande Oriente Español -- Fiction'}
67938,71275,"La América, Tomo I","Lastarria, José Victorino","{'America -- Politics and government', 'Europe -- Politics and government', 'Latin America -- History', 'Latin America -- Politics and government'}"
68009,71339,España y los Estados Unidos de Norte América : $b a propósito de la guerra,"Aragón, Agustín","{'Spanish-American War, 1898 -- Foreign public opinion'}"
68042,71369,Tipos y paisajes,"Pereda, José María de","{'Short stories, Spanish', 'Spanish fiction -- 19th century'}"
68092,71413,7 de julio,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
68153,71469,El cisne de Vilamorta,"Pardo Bazán, Emilia, condesa de",{'Spanish fiction -- 19th century'}
68225,71533,España y América : $b estudios históricos y literarios,"Sánchez Moguel, Antonio","{'Spanish literature', 'Latin America -- History', 'Columbus, Christopher, 1451-1506'}"
68315,71614,Los cien mil hijos de San Luis,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
68447,71733,Orígenes de la novela  - Tomo II,"Menéndez y Pelayo, Marcelino",{'Spanish fiction -- History and criticism'}
68589,71861,El terror de 1824,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
68705,71966,Esbozos y rasguños,"Pereda, José María de",{'Spanish literature -- 19th century'}
68844,72090,Un voluntario realista,"Pérez Galdós, Benito","{'Historical fiction', 'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
69157,72373,Los apostólicos,"Pérez Galdós, Benito","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}"
